O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-9033.00,4.A.4.c.2,Staffing Organizational Units,LV,3.84,31,0.5378,2.7449,4.9415,N,N,08/2018,Incumbent
11-9033.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.17,32,0.3559,2.4465,3.8983,N,n/a,08/2018,Incumbent
11-9033.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,3.77,32,0.5194,2.7102,4.8287,N,N,08/2018,Incumbent
11-9041.00,4.A.1.a.1,Getting Information,IM,4.73,17,0.1547,4.4053,5.0000,N,n/a,08/2020,Incumbent
11-9041.00,4.A.1.a.1,Getting Information,LV,5.31,17,0.3260,4.6207,6.0029,N,N,08/2020,Incumbent
11-9041.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,3.76,17,0.2088,3.3219,4.2069,N,n/a,08/2020,Incumbent
11-9041.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,4.76,17,0.2480,4.2349,5.2865,N,N,08/2020,Incumbent
11-9041.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.19,17,0.1826,3.8054,4.5796,N,n/a,08/2020,Incumbent
11-9041.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,5.11,17,0.4217,4.2204,6.0084,N,N,08/2020,Incumbent
11-9041.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,3.61,16,0.4443,2.6673,4.5615,N,n/a,08/2020,Incumbent
11-9041.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,3.75,17,0.5702,2.5375,4.9549,N,N,08/2020,Incumbent
11-9041.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,4.06,17,0.1590,3.7219,4.3959,N,n/a,08/2020,Incumbent
11-9041.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,4.07,17,0.1953,3.6512,4.4791,N,N,08/2020,Incumbent
11-9041.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.64,17,0.2811,3.0392,4.2309,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,4.08,17,0.2667,3.5099,4.6404,N,N,08/2020,Incumbent
11-9041.00,4.A.2.a.2,Processing Information,IM,4.05,17,0.1280,3.7797,4.3223,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.a.2,Processing Information,LV,5.32,17,0.1845,4.9253,5.7076,N,N,08/2020,Incumbent
11-9041.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.47,17,0.2494,3.9410,4.9983,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,5.48,17,0.6005,4.2086,6.7545,N,N,08/2020,Incumbent
11-9041.00,4.A.2.a.4,Analyzing Data or Information,IM,3.78,17,0.1723,3.4159,4.1464,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.a.4,Analyzing Data or Information,LV,4.39,17,0.1764,4.0205,4.7686,N,N,08/2020,Incumbent
11-9041.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.43,17,0.2513,3.8967,4.9623,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,5.78,17,0.4909,4.7375,6.8189,N,N,08/2020,Incumbent
11-9041.00,4.A.2.b.2,Thinking Creatively,IM,4.22,17,0.1558,3.8911,4.5516,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.b.2,Thinking Creatively,LV,5.18,17,0.1927,4.7704,5.5874,N,N,08/2020,Incumbent
11-9041.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,4.29,17,0.1392,3.9949,4.5852,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,5.12,17,0.2525,4.5820,5.6527,N,N,08/2020,Incumbent
11-9041.00,4.A.2.b.4,Developing Objectives and Strategies,IM,2.95,15,0.4416,2.0044,3.8989,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.b.4,Developing Objectives and Strategies,LV,3.37,15,0.4627,2.3784,4.3632,N,N,08/2020,Incumbent
11-9041.00,4.A.2.b.5,Scheduling Work and Activities,IM,3.49,15,0.2215,3.0125,3.9627,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.b.5,Scheduling Work and Activities,LV,5.29,16,0.1557,4.9589,5.6225,N,N,08/2020,Incumbent
11-9041.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,4.16,17,0.1189,3.9117,4.4157,N,n/a,08/2020,Incumbent
11-9041.00,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.57,17,0.1326,5.2887,5.8510,N,N,08/2020,Incumbent
11-9041.00,4.A.3.a.1,Performing General Physical Activities,IM,1.94,17,0.1227,1.6806,2.2010,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.a.1,Performing General Physical Activities,LV,2.12,17,0.3573,1.3617,2.8766,N,N,08/2020,Incumbent
11-9041.00,4.A.3.a.2,Handling and Moving Objects,IM,1.76,17,0.1822,1.3731,2.1456,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.a.2,Handling and Moving Objects,LV,2.32,17,0.4037,1.4633,3.1751,N,N,08/2020,Incumbent
11-9041.00,4.A.3.a.3,Controlling Machines and Processes,IM,2.19,17,0.3355,1.4780,2.9005,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.a.3,Controlling Machines and Processes,LV,2.56,17,0.5220,1.4563,3.6694,N,N,08/2020,Incumbent
11-9041.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.92,17,0.1553,1.5951,2.2534,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.70,17,0.2562,1.1551,2.2413,N,N,08/2020,Incumbent
11-9041.00,4.A.3.b.1,Working with Computers,IM,4.55,17,0.2081,4.1124,4.9945,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.b.1,Working with Computers,LV,4.16,17,0.1724,3.7937,4.5247,N,N,08/2020,Incumbent
11-9041.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,4.32,17,0.2919,3.7047,4.9424,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,5.41,17,0.2638,4.8486,5.9670,N,N,08/2020,Incumbent
11-9041.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,1.79,17,0.3658,1.0120,2.5628,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,1.46,17,0.6989,0.0000,2.9379,N,N,08/2020,Incumbent
11-9041.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,1.90,17,0.2591,1.3502,2.4490,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,1.55,17,0.4275,0.6447,2.4573,N,N,08/2020,Incumbent
11-9041.00,4.A.3.b.6,Documenting/Recording Information,IM,3.77,17,0.3224,3.0872,4.4542,N,n/a,08/2020,Incumbent
11-9041.00,4.A.3.b.6,Documenting/Recording Information,LV,4.14,17,0.3153,3.4735,4.8101,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.50,17,0.2076,3.0556,3.9356,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,4.54,17,0.2953,3.9144,5.1666,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.65,17,0.1773,4.2780,5.0000,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,5.04,17,0.1072,4.8098,5.2643,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.3,Communicating with People Outside the Organization,IM,4.43,16,0.2669,3.8641,5.0000,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.3,Communicating with People Outside the Organization,LV,5.58,16,0.6143,4.2725,6.8913,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,3.81,16,0.1916,3.4006,4.2174,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,4.86,17,0.1311,4.5819,5.1376,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.5,Assisting and Caring for Others,IM,2.33,17,0.2010,1.9015,2.7537,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.5,Assisting and Caring for Others,LV,2.37,17,0.2964,1.7407,2.9973,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.6,Selling or Influencing Others,IM,2.80,17,0.1575,2.4701,3.1378,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.6,Selling or Influencing Others,LV,3.87,17,0.4509,2.9118,4.8234,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,3.40,17,0.3649,2.6236,4.1707,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,4.87,17,0.0877,4.6810,5.0530,N,N,08/2020,Incumbent
11-9041.00,4.A.4.a.8,Performing for or Working Directly with the Public,IM,2.44,17,0.2790,1.8475,3.0305,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.a.8,Performing for or Working Directly with the Public,LV,2.63,17,0.4436,1.6859,3.5665,N,N,08/2020,Incumbent
11-9041.00,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,4.55,17,0.2210,4.0837,5.0000,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,5.77,17,0.3245,5.0824,6.4581,N,N,08/2020,Incumbent
11-9041.00,4.A.4.b.2,Developing and Building Teams,IM,3.54,17,0.2502,3.0064,4.0670,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.b.2,Developing and Building Teams,LV,4.32,17,0.2182,3.8549,4.7798,N,N,08/2020,Incumbent
11-9041.00,4.A.4.b.3,Training and Teaching Others,IM,3.86,17,0.1374,3.5647,4.1474,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.b.3,Training and Teaching Others,LV,4.77,17,0.3014,4.1346,5.4124,N,N,08/2020,Incumbent
11-9041.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,4.26,17,0.1700,3.9020,4.6229,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.57,17,0.1959,4.1530,4.9834,N,N,08/2020,Incumbent
11-9041.00,4.A.4.b.5,Coaching and Developing Others,IM,3.88,17,0.1575,3.5484,4.2163,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.b.5,Coaching and Developing Others,LV,5.08,17,0.3822,4.2657,5.8861,N,N,08/2020,Incumbent
11-9041.00,4.A.4.b.6,Providing Consultation and Advice to Others,IM,2.98,17,0.2165,2.5233,3.4411,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.b.6,Providing Consultation and Advice to Others,LV,3.74,17,0.3654,2.9656,4.5147,N,N,08/2020,Incumbent
11-9041.00,4.A.4.c.1,Performing Administrative Activities,IM,2.63,17,0.4722,1.6307,3.6325,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.c.1,Performing Administrative Activities,LV,2.87,17,0.5725,1.6529,4.0802,N,N,08/2020,Incumbent
11-9041.00,4.A.4.c.2,Staffing Organizational Units,IM,2.95,17,0.4586,1.9761,3.9204,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.c.2,Staffing Organizational Units,LV,3.19,17,0.4847,2.1641,4.2191,N,N,08/2020,Incumbent
11-9041.00,4.A.4.c.3,Monitoring and Controlling Resources,IM,2.77,17,0.3494,2.0274,3.5086,N,n/a,08/2020,Incumbent
11-9041.00,4.A.4.c.3,Monitoring and Controlling Resources,LV,4.05,17,0.1547,3.7250,4.3810,N,N,08/2020,Incumbent
11-9041.01,4.A.1.a.1,Getting Information,IM,4.49,31,0.1331,4.2138,4.7575,N,n/a,07/2014,Incumbent
11-9041.01,4.A.1.a.1,Getting Information,LV,5.19,31,0.3633,4.4504,5.9343,N,N,07/2014,Incumbent
11-9041.01,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,4.08,31,0.1678,3.7369,4.4224,N,n/a,07/2014,Incumbent
11-9041.01,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,5.13,31,0.1548,4.8143,5.4466,N,N,07/2014,Incumbent
11-9041.01,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.05,31,0.1158,3.8086,4.2818,N,n/a,07/2014,Incumbent
11-9041.01,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,5.46,31,0.1584,5.1383,5.7855,N,N,07/2014,Incumbent
11-9041.01,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,3.29,31,0.1018,3.0813,3.4971,N,n/a,07/2014,Incumbent
11-9041.01,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,4.12,31,0.1832,3.7489,4.4972,N,N,07/2014,Incumbent
11-9041.01,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.97,31,0.1773,3.6030,4.3274,N,n/a,07/2014,Incumbent
11-9041.01,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,4.43,31,0.1546,4.1094,4.7411,N,N,07/2014,Incumbent
11-9041.01,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.86,31,0.2425,3.3694,4.3597,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,4.62,31,0.2342,4.1467,5.1032,N,N,07/2014,Incumbent
11-9041.01,4.A.2.a.2,Processing Information,IM,4.32,31,0.1876,3.9377,4.7038,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.a.2,Processing Information,LV,5.87,31,0.1713,5.5235,6.2234,N,N,07/2014,Incumbent
11-9041.01,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,3.72,31,0.2635,3.1869,4.2631,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,4.29,31,0.2593,3.7589,4.8180,N,N,07/2014,Incumbent
11-9041.01,4.A.2.a.4,Analyzing Data or Information,IM,4.52,31,0.1285,4.2535,4.7783,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.a.4,Analyzing Data or Information,LV,5.74,31,0.1886,5.3512,6.1213,N,N,07/2014,Incumbent
11-9041.01,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.56,31,0.1269,4.3025,4.8208,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.b.1,Making Decisions and Solving Problems,LV,5.28,31,0.1853,4.9002,5.6569,N,N,07/2014,Incumbent
11-9041.01,4.A.2.b.2,Thinking Creatively,IM,4.05,31,0.1194,3.8020,4.2896,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.b.2,Thinking Creatively,LV,5.53,31,0.2707,4.9767,6.0824,N,N,07/2014,Incumbent
11-9041.01,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,4.09,31,0.1586,3.7682,4.4158,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,5.56,31,0.1857,5.1822,5.9408,N,N,07/2014,Incumbent
11-9041.01,4.A.2.b.4,Developing Objectives and Strategies,IM,4.03,31,0.1762,3.6662,4.3857,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.b.4,Developing Objectives and Strategies,LV,4.57,31,0.2055,4.1478,4.9873,N,N,07/2014,Incumbent
11-9041.01,4.A.2.b.5,Scheduling Work and Activities,IM,3.46,30,0.2950,2.8560,4.0627,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.b.5,Scheduling Work and Activities,LV,4.52,31,0.2278,4.0499,4.9803,N,N,07/2014,Incumbent
11-9041.01,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",IM,3.85,31,0.1375,3.5666,4.1283,N,n/a,07/2014,Incumbent
11-9041.01,4.A.2.b.6,"Organizing, Planning, and Prioritizing Work",LV,5.29,31,0.2057,4.8724,5.7125,N,N,07/2014,Incumbent
11-9041.01,4.A.3.a.1,Performing General Physical Activities,IM,2.74,30,0.2077,2.3182,3.1679,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.a.1,Performing General Physical Activities,LV,3.17,30,0.4216,2.3099,4.0343,N,N,07/2014,Incumbent
11-9041.01,4.A.3.a.2,Handling and Moving Objects,IM,2.35,31,0.1426,2.0558,2.6381,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.a.2,Handling and Moving Objects,LV,3.41,31,0.4295,2.5304,4.2849,N,N,07/2014,Incumbent
11-9041.01,4.A.3.a.3,Controlling Machines and Processes,IM,3.28,31,0.3460,2.5757,3.9889,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.a.3,Controlling Machines and Processes,LV,3.91,31,0.4384,3.0146,4.8052,N,N,07/2014,Incumbent
11-9041.01,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",IM,1.81,31,0.2167,1.3664,2.2515,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.a.4,"Operating Vehicles, Mechanized Devices, or Equipment",LV,1.78,31,0.5056,0.7463,2.8116,N,N,07/2014,Incumbent
11-9041.01,4.A.3.b.1,Working with Computers,IM,4.59,31,0.1515,4.2836,4.9024,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.b.1,Working with Computers,LV,4.26,31,0.2462,3.7552,4.7610,N,N,07/2014,Incumbent
11-9041.01,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",IM,2.80,31,0.4355,1.9076,3.6864,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.b.2,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",LV,3.33,31,0.5766,2.1493,4.5044,N,N,07/2014,Incumbent
11-9041.01,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,IM,2.40,31,0.4460,1.4929,3.3146,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.b.4,Repairing and Maintaining Mechanical Equipment,LV,3.06,31,0.7838,1.4554,4.6570,N,N,07/2014,Incumbent
11-9041.01,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,IM,2.81,31,0.3679,2.0570,3.5596,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.b.5,Repairing and Maintaining Electronic Equipment,LV,3.41,31,0.7200,1.9414,4.8824,N,N,07/2014,Incumbent
11-9041.01,4.A.3.b.6,Documenting/Recording Information,IM,4.01,31,0.1100,3.7871,4.2363,N,n/a,07/2014,Incumbent
11-9041.01,4.A.3.b.6,Documenting/Recording Information,LV,4.54,31,0.3310,3.8628,5.2149,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.1,Interpreting the Meaning of Information for Others,IM,3.90,31,0.0698,3.7598,4.0447,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.1,Interpreting the Meaning of Information for Others,LV,5.27,31,0.2575,4.7421,5.7940,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",IM,4.28,31,0.1456,3.9804,4.5750,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.2,"Communicating with Supervisors, Peers, or Subordinates",LV,5.39,31,0.3296,4.7167,6.0631,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.3,Communicating with People Outside the Organization,IM,3.67,31,0.2727,3.1109,4.2247,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.3,Communicating with People Outside the Organization,LV,4.46,31,0.3879,3.6695,5.2539,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,IM,3.65,31,0.1536,3.3404,3.9676,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.4,Establishing and Maintaining Interpersonal Relationships,LV,4.87,31,0.2156,4.4281,5.3086,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.5,Assisting and Caring for Others,IM,2.57,31,0.2012,2.1622,2.9840,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.5,Assisting and Caring for Others,LV,2.58,31,0.4067,1.7452,3.4063,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.6,Selling or Influencing Others,IM,2.87,31,0.2547,2.3458,3.3863,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.6,Selling or Influencing Others,LV,3.57,31,0.4220,2.7089,4.4326,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,IM,2.85,31,0.1489,2.5501,3.1584,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.7,Resolving Conflicts and Negotiating with Others,LV,3.90,31,0.2732,3.3413,4.4572,N,N,07/2014,Incumbent
11-9041.01,4.A.4.a.8,Performing for or Working Directly with the Public,IM,2.04,31,0.2045,1.6196,2.4547,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.a.8,Performing for or Working Directly with the Public,LV,2.25,31,0.3817,1.4674,3.0264,N,N,07/2014,Incumbent
11-9041.01,4.A.4.b.1,Coordinating the Work and Activities of Others,IM,3.84,31,0.1785,3.4773,4.2063,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.b.1,Coordinating the Work and Activities of Others,LV,4.16,31,0.3370,3.4703,4.8467,N,N,07/2014,Incumbent
11-9041.01,4.A.4.b.2,Developing and Building Teams,IM,4.08,30,0.1399,3.7924,4.3645,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.b.2,Developing and Building Teams,LV,4.24,30,0.3990,3.4214,5.0535,N,N,07/2014,Incumbent
11-9041.01,4.A.4.b.3,Training and Teaching Others,IM,3.24,31,0.1153,3.0022,3.4730,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.b.3,Training and Teaching Others,LV,3.79,31,0.2175,3.3495,4.2380,N,N,07/2014,Incumbent
11-9041.01,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",IM,3.40,31,0.2584,2.8743,3.9296,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.b.4,"Guiding, Directing, and Motivating Subordinates",LV,4.11,31,0.3682,3.3537,4.8578,N,N,07/2014,Incumbent
11-9041.01,4.A.4.b.5,Coaching and Developing Others,IM,2.93,31,0.1472,2.6288,3.2300,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.b.5,Coaching and Developing Others,LV,3.91,31,0.1256,3.6563,4.1693,N,N,07/2014,Incumbent
11-9041.01,4.A.4.b.6,Providing Consultation and Advice to Others,IM,3.46,31,0.1540,3.1474,3.7763,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.b.6,Providing Consultation and Advice to Others,LV,5.30,31,0.4214,4.4364,6.1575,N,N,07/2014,Incumbent
11-9041.01,4.A.4.c.1,Performing Administrative Activities,IM,2.49,31,0.2012,2.0808,2.9025,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.c.1,Performing Administrative Activities,LV,3.07,31,0.4941,2.0575,4.0758,N,N,07/2014,Incumbent
11-9041.01,4.A.4.c.2,Staffing Organizational Units,IM,2.58,30,0.2601,2.0450,3.1087,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.c.2,Staffing Organizational Units,LV,3.13,30,0.3357,2.4391,3.8121,N,N,07/2014,Incumbent
11-9041.01,4.A.4.c.3,Monitoring and Controlling Resources,IM,3.42,31,0.2299,2.9514,3.8904,N,n/a,07/2014,Incumbent
11-9041.01,4.A.4.c.3,Monitoring and Controlling Resources,LV,4.31,31,0.3452,3.6003,5.0102,N,N,07/2014,Incumbent
11-9051.00,4.A.1.a.1,Getting Information,IM,4.28,38,0.1132,4.0556,4.5141,N,n/a,08/2025,Incumbent
11-9051.00,4.A.1.a.1,Getting Information,LV,4.16,37,0.2786,3.5905,4.7207,N,N,08/2025,Incumbent
11-9051.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",IM,3.97,38,0.1725,3.6208,4.3200,N,n/a,08/2025,Incumbent
11-9051.00,4.A.1.a.2,"Monitoring Processes, Materials, or Surroundings",LV,3.10,38,0.3092,2.4714,3.7245,N,N,08/2025,Incumbent
11-9051.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",IM,4.36,38,0.1389,4.0776,4.6403,N,n/a,08/2025,Incumbent
11-9051.00,4.A.1.b.1,"Identifying Objects, Actions, and Events",LV,4.59,38,0.1963,4.1892,4.9847,N,N,08/2025,Incumbent
11-9051.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",IM,3.99,38,0.2545,3.4736,4.5050,N,n/a,08/2025,Incumbent
11-9051.00,4.A.1.b.2,"Inspecting Equipment, Structures, or Materials",LV,2.67,38,0.3777,1.9072,3.4376,N,N,08/2025,Incumbent
11-9051.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",IM,3.80,37,0.2653,3.2623,4.3384,N,n/a,08/2025,Incumbent
11-9051.00,4.A.1.b.3,"Estimating the Quantifiable Characteristics of Products, Events, or Information",LV,2.64,36,0.3648,1.8982,3.3794,N,N,08/2025,Incumbent
11-9051.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",IM,3.67,38,0.2895,3.0839,4.2570,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.a.1,"Judging the Qualities of Objects, Services, or People",LV,3.10,36,0.4795,2.1272,4.0740,N,N,08/2025,Incumbent
11-9051.00,4.A.2.a.2,Processing Information,IM,3.44,38,0.3296,2.7738,4.1093,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.a.2,Processing Information,LV,2.94,38,0.3854,2.1555,3.7171,N,N,08/2025,Incumbent
11-9051.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,IM,4.01,38,0.2911,3.4189,4.5985,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.a.3,Evaluating Information to Determine Compliance with Standards,LV,3.03,38,0.3258,2.3680,3.6881,N,N,08/2025,Incumbent
11-9051.00,4.A.2.a.4,Analyzing Data or Information,IM,3.29,38,0.3087,2.6667,3.9178,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.a.4,Analyzing Data or Information,LV,2.71,38,0.4588,1.7786,3.6376,N,N,08/2025,Incumbent
11-9051.00,4.A.2.b.1,Making Decisions and Solving Problems,IM,4.24,38,0.1978,3.8373,4.6387,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.b.1,Making Decisions and Solving Problems,LV,3.56,38,0.4722,2.6058,4.5193,N,N,08/2025,Incumbent
11-9051.00,4.A.2.b.2,Thinking Creatively,IM,3.52,38,0.3345,2.8442,4.1996,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.b.2,Thinking Creatively,LV,3.15,37,0.4214,2.2948,4.0041,N,N,08/2025,Incumbent
11-9051.00,4.A.2.b.3,Updating and Using Relevant Knowledge,IM,3.64,38,0.3392,2.9558,4.3305,N,n/a,08/2025,Incumbent
11-9051.00,4.A.2.b.3,Updating and Using Relevant Knowledge,LV,3.32,38,0.4207,2.4692,4.1741,N,N,08/2025,Incumbent
11-9051.00,4.A.2.b.4,Developing Objectives and Strategies,IM,3.46,38,0.3313,2.7930,4.1355,N,n/a,08/2025,Incumbent
